,kanji,strokes,frequency,grade,jlpt,parts,radicals,on_readings,kun_readings,on_readings_compounds,kun_readings_compounds,main_meaning,wanikani_level,Number of Appearances on Twitter,Percentage of Appearances on Twitter,Rank of Appearances on Twitter,Number of Appearances on Wikipedia,Percentage of Appearances on Wikipedia,Rank of Appearances on Wikipedia,Number of Appearances on News,Percentage of Appearances on News,Rank of Appearances on News,Number of Appearances on Aozora,Percentage of Appearances on Aozora,Rank of Appearances on Aozora,Genki_Lesson
483,蛍,11.0,2031.0,junior high,N1,"{'冖': 'http:////jisho.org/search/%E5%86%96%20%23kanji', '尚': 'http:////jisho.org/search/%E5%B0%9A%20%23kanji', '虫': 'http:////jisho.org/search/%E8%99%AB%20%23kanji'}",{'虫': 'insect'},{'ケイ': 'http:////jisho.org/search/%E8%9B%8D%20%E3%81%91%E3%81%84'},{'ほたる': 'http:////jisho.org/search/%E8%9B%8D%20%E3%81%BB%E3%81%9F%E3%82%8B'},"['蛍光灯  【ケイコウトウ】  fluorescent lamp, fluorescent light, person who is slow to react, someone slow on the uptake', '蛍光  【ケイコウ】  fluorescence']","['蛍  【ほたる】  firefly (Luciola cruciata), lightning bug, glowworm', '蛍藺  【ほたるい】  Scirpus hotarui (species of bulrush)', '海蛍  【うみほたる】  sea firefly (Vargula hilgendorfii), seed shrimp']","['lightning-bug', 'firefly']",41.0,437.0,4.3678571292923685e-05,1550.0,12772.0,1.6279094485642452e-05,2101.0,61.0,5.911681035928096e-06,2162.0,619.0,1.2024244451063714e-05,3039.0,
484,敬,12.0,1078.0,grade 6,N2,"{'勹': 'http:////jisho.org/search/%E5%8B%B9%20%23kanji', '口': 'http:////jisho.org/search/%E5%8F%A3%20%23kanji', '艾': 'http:////jisho.org/search/%E8%89%BE%20%23kanji', '攵': 'http:////jisho.org/search/%E6%94%B5%20%23kanji', '乞': 'http:////jisho.org/search/%E4%B9%9E%20%23kanji'}",{'攴 (攵)': 'rap'},"{'ケイ': 'http:////jisho.org/search/%E6%95%AC%20%E3%81%91%E3%81%84', 'キョウ': 'http:////jisho.org/search/%E6%95%AC%20%E3%81%8D%E3%82%87%E3%81%86'}",{'うやま.う': 'http:////jisho.org/search/%E6%95%AC%20%E3%81%86%E3%82%84%E3%81%BE%E3%81%86'},"['敬  【ケイ】  reverence, respect', '敬意  【ケイイ】  respect, honour, honor', ""失敬  【シッケイ】  rudeness, impoliteness, disrespect, impertinence, leaving, going (on one's way), saying goodbye, taking without permission, stealing, pinching, pilfering, My apologies, I must be going now, So long"", '愛敬  【アイギョウ】  love and respect', 'ご愛嬌  【ゴアイキョウ】  entertainment, amusement, fun', '男は度胸女は愛敬  【オトコハドキョウオンナハアイキョウ】  men should be brave, women should be affable']","['敬う  【うやまう】  to show respect for, to revere, to honour, to honor, to worship, to hold in esteem']","['awe', 'respect', 'honor', 'revere']",33.0,1240.0,0.00012393919543072168,1068.0,86116.0,0.00010976280149746204,1149.0,756.0,7.326607972396132e-05,1278.0,11273.0,0.00021898111098035745,903.0,
485,景,12.0,419.0,grade 4,N3,"{'亠': 'http:////jisho.org/search/%E4%BA%A0%20%23kanji', '口': 'http:////jisho.org/search/%E5%8F%A3%20%23kanji', '小': 'http:////jisho.org/search/%E5%B0%8F%20%23kanji', '日': 'http:////jisho.org/search/%E6%97%A5%20%23kanji'}","{'日': 'sun, day'}",,{'ケイ': 'http:////jisho.org/search/%E6%99%AF%20%E3%81%91%E3%81%84'},"['景  【ケイ】  vista, view, scene, scenic view, counter for scenes (in a play)', '景観  【ケイカン】  scenery', '八景  【ハッケイ】  eight picturesque sights', '殺風景  【サップウケイ】  dreary, bleak, monotonous, barren, tasteless, unrefined']",,"['scenery', 'view']",25.0,2082.0,0.00020809790716674398,822.0,181872.0,0.00023181267399724115,805.0,3915.0,0.0003794136271419426,616.0,20660.0,0.00040132615566878247,572.0,
486,軽,12.0,790.0,grade 3,N2,"{'又': 'http:////jisho.org/search/%E5%8F%88%20%23kanji', '土': 'http:////jisho.org/search/%E5%9C%9F%20%23kanji', '車': 'http:////jisho.org/search/%E8%BB%8A%20%23kanji'}","{'車': 'cart, car'}","{'ケイ': 'http:////jisho.org/search/%E8%BB%BD%20%E3%81%91%E3%81%84', 'キョウ': 'http:////jisho.org/search/%E8%BB%BD%20%E3%81%8D%E3%82%87%E3%81%86', 'キン': 'http:////jisho.org/search/%E8%BB%BD%20%E3%81%8D%E3%82%93'}","{'かる.い': 'http:////jisho.org/search/%E8%BB%BD%20%E3%81%8B%E3%82%8B%E3%81%84', 'かろ.やか': 'http:////jisho.org/search/%E8%BB%BD%20%E3%81%8B%E3%82%8D%E3%82%84%E3%81%8B', 'かろ.んじる': 'http:////jisho.org/search/%E8%BB%BD%20%E3%81%8B%E3%82%8D%E3%82%93%E3%81%98%E3%82%8B'}","['軽  【ケイ】  light (e.g. vehicle, aircraft, etc.)', '軽快  【ケイカイ】  light (of movements), nimble, sprightly, springy, light-hearted, cheerful, buoyant, jaunty, casual (e.g. clothing), rhythmical (e.g. melody), taking a turn for the better (of an illness), receding of symptoms, recovery, convalescence', '軽々  【ケイケイ】  indiscreetly, thoughtlessly, carelessly, frivolously', '酌量減軽  【シャクリョウゲンケイ】  reduction of punishment in the light of extenuating circumstances', '軽忽  【キョウコツ】  indiscreet, thoughtless, absurd, laughable, disdaining, belittling', '常不軽  【ジョウフキョウ】  Sadaparibhuta (bodhisattva)', '剽軽  【ヒョウキン】  facetious, droll, funny']","['軽い  【かるい】  light (i.e. not heavy), feeling light (i.e. offering little resistance, moving easily), light (i.e. of foot), effortless, nimble, agile, non-serious, minor, unimportant, trivial, slight, small, gentle, soft, easy, lighthearted (e.g. joke), easy, simple, indiscriminate', '軽石  【かるいし】  pumice stone', '軽やか  【かろやか】  light, easy, non-serious, minor', '軽んじる  【かろんじる】  to look down on, to make light of']","['lightly', 'trifling', 'unimportant']",10.0,3184.0,0.00031824386955759505,621.0,148878.0,0.00018975877144014069,909.0,3317.0,0.0003214597704290737,682.0,19713.0,0.0003829304214278175,597.0,
487,傾,13.0,938.0,junior high,N2,"{'化': 'http:////jisho.org/search/%E5%8C%96%20%23kanji', 'ハ': 'http:////jisho.org/search/%E3%83%8F%20%23kanji', '匕': 'http:////jisho.org/search/%E5%8C%95%20%23kanji', '目': 'http:////jisho.org/search/%E7%9B%AE%20%23kanji', '貝': 'http:////jisho.org/search/%E8%B2%9D%20%23kanji', '頁': 'http:////jisho.org/search/%E9%A0%81%20%23kanji'}","{'人 (亻)': 'man, human'}",{'ケイ': 'http:////jisho.org/search/%E5%82%BE%20%E3%81%91%E3%81%84'},"{'かたむ.く': 'http:////jisho.org/search/%E5%82%BE%20%E3%81%8B%E3%81%9F%E3%82%80%E3%81%8F', 'かたむ.ける': 'http:////jisho.org/search/%E5%82%BE%20%E3%81%8B%E3%81%9F%E3%82%80%E3%81%91%E3%82%8B', 'かたぶ.く': 'http:////jisho.org/search/%E5%82%BE%20%E3%81%8B%E3%81%9F%E3%81%B6%E3%81%8F', 'かた.げる': 'http:////jisho.org/search/%E5%82%BE%20%E3%81%8B%E3%81%9F%E3%81%92%E3%82%8B', 'かし.げる': 'http:////jisho.org/search/%E5%82%BE%20%E3%81%8B%E3%81%97%E3%81%92%E3%82%8B'}","['傾斜  【ケイシャ】  inclination, slant, slope, bevel, list, dip, tilt, lean', '傾向  【ケイコウ】  tendency, trend, inclination', '前傾  【ゼンケイ】  forward inclination (of the body), bending forward, anteversion', '右傾  【ウケイ】  leaning to the right, turning rightist, being on the (political) right']","['傾く  【かたむく】  to incline toward, to slant, to lurch, to heel over, to be disposed to, to trend toward, to be prone to, to go down (sun), to wane, to sink, to decline', ""傾ける  【かたむける】  to incline, to lean, to tip, to tilt, to slant, to bend, to list, to devote oneself to, to concentrate on, to pour one's energy into, to ruin, to squander, to empty, to drink (alcohol)"", '傾く  【かたむく】  to incline toward, to slant, to lurch, to heel over, to be disposed to, to trend toward, to be prone to, to go down (sun), to wane, to sink, to decline', '傾げる  【かしげる】  to tilt (esp. head), to lean, to incline, to slant', '傾げる  【かしげる】  to tilt (esp. head), to lean, to incline, to slant']","['lean', 'incline', 'tilt', 'trend', 'wane', 'sink', 'ruin', 'bias']",38.0,306.0,3.058499500145229e-05,1711.0,70333.0,8.964590921223698e-05,1255.0,1111.0,0.00010767012509698548,1106.0,12045.0,0.0002339774223151251,871.0,
488,携,13.0,1017.0,junior high,N1,"{'ノ': 'http:////jisho.org/search/%E3%83%8E%20%23kanji', '乃': 'http:////jisho.org/search/%E4%B9%83%20%23kanji', '扎': 'http:////jisho.org/search/%E6%89%8E%20%23kanji', '隹': 'http:////jisho.org/search/%E9%9A%B9%20%23kanji'}",{'手 (扌龵)': 'hand'},{'ケイ': 'http:////jisho.org/search/%E6%90%BA%20%E3%81%91%E3%81%84'},"{'たずさ.える': 'http:////jisho.org/search/%E6%90%BA%20%E3%81%9F%E3%81%9A%E3%81%95%E3%81%88%E3%82%8B', 'たずさ.わる': 'http:////jisho.org/search/%E6%90%BA%20%E3%81%9F%E3%81%9A%E3%81%95%E3%82%8F%E3%82%8B'}","['携帯  【ケイタイ】  something carried (in the hand), handheld, portable, mobile telephone, cell phone', '携帯ストラップ  【ケイタイストラップ】  straps for mobile phone', '連携  【レンケイ】  cooperation, coordination, link', '戦略的提携  【センリャクテキテイケイ】  strategic partnership']","[""携える  【たずさえる】  to carry in one's hand"", '携わる  【たずさわる】  to engage in, to participate in, to take part in, to be involved in']","['portable', 'carry (in hand)', 'armed with', 'bring along']",40.0,3059.0,0.0003057499990504658,642.0,142928.0,0.0001821749464957645,927.0,3549.0,0.00034394354092637404,651.0,2440.0,4.7397667949265695e-05,1972.0,
489,継,13.0,743.0,junior high,N1,"{'｜': 'http:////jisho.org/search/%EF%BD%9C%20%23kanji', '小': 'http:////jisho.org/search/%E5%B0%8F%20%23kanji', '幺': 'http:////jisho.org/search/%E5%B9%BA%20%23kanji', '米': 'http:////jisho.org/search/%E7%B1%B3%20%23kanji', '糸': 'http:////jisho.org/search/%E7%B3%B8%20%23kanji'}",{'糸 (糹)': 'silk'},{'ケイ': 'http:////jisho.org/search/%E7%B6%99%20%E3%81%91%E3%81%84'},"{'つ.ぐ': 'http:////jisho.org/search/%E7%B6%99%20%E3%81%A4%E3%81%90', 'まま-': 'http:////jisho.org/search/%E7%B6%99%20%E3%81%BE%E3%81%BE'}","['継続  【ケイゾク】  continuation', '継承  【ケイショウ】  inheritance, succession, accession, share-alike', '後継  【コウケイ】  succession, successor', '承継  【ショウケイ】  succession, accession, inheritance']","[""継ぐ  【つぐ】  to succeed (a person, to a position, etc.), to inherit, to take over, to follow, to patch (clothes), to mend, to repair, to add (e.g. charcoal to the fire), to replenish with, to feed with, to follow up with (e.g. remarks), to gather (one's breath)""]","['inherit', 'succeed', 'continue', 'patch', 'graft (tree)']",36.0,1107.0,0.00011064571721113623,1118.0,393623.0,0.000501708895139527,478.0,3438.0,0.0003331862196970622,662.0,4898.0,9.514499082602596e-05,1476.0,
490,詣,13.0,,junior high,,"{'匕': 'http:////jisho.org/search/%E5%8C%95%20%23kanji', '日': 'http:////jisho.org/search/%E6%97%A5%20%23kanji', '言': 'http:////jisho.org/search/%E8%A8%80%20%23kanji'}",{'言 (訁)': 'speech'},"{'ケイ': 'http:////jisho.org/search/%E8%A9%A3%20%E3%81%91%E3%81%84', 'ゲイ': 'http:////jisho.org/search/%E8%A9%A3%20%E3%81%92%E3%81%84'}","{'けい.する': 'http:////jisho.org/search/%E8%A9%A3%20%E3%81%91%E3%81%84%E3%81%99%E3%82%8B', 'まい.る': 'http:////jisho.org/search/%E8%A9%A3%20%E3%81%BE%E3%81%84%E3%82%8B', 'いた.る': 'http:////jisho.org/search/%E8%A9%A3%20%E3%81%84%E3%81%9F%E3%82%8B', 'もう.でる': 'http:////jisho.org/search/%E8%A9%A3%20%E3%82%82%E3%81%86%E3%81%A7%E3%82%8B'}","['参詣  【サンケイ】  visit to a temple or shrine, worship, pilgrimage', '造詣  【ゾウケイ】  deep knowledge, attainments, scholarship']","['参る  【まいる】  to go, to come, to call, to be defeated, to collapse, to die, to be annoyed, to be nonplussed, to be madly in love, to visit (shrine, grave)', '詣でる  【もうでる】  to make a pilgrimage']","['visit a temple', 'arrive', 'attain']",,42.0,4.197940490395411e-06,2538.0,9446.0,1.2039800071357545e-05,2266.0,69.0,6.6869834668694866e-06,2123.0,3006.0,5.839237289159536e-05,1808.0,
491,慶,15.0,1300.0,junior high,N1,"{'冖': 'http:////jisho.org/search/%E5%86%96%20%23kanji', '夂': 'http:////jisho.org/search/%E5%A4%82%20%23kanji', '广': 'http:////jisho.org/search/%E5%B9%BF%20%23kanji', '心': 'http:////jisho.org/search/%E5%BF%83%20%23kanji'}","{'心 (忄, ⺗)': 'heart'}",{'ケイ': 'http:////jisho.org/search/%E6%85%B6%20%E3%81%91%E3%81%84'},{'よろこ.び': 'http:////jisho.org/search/%E6%85%B6%20%E3%82%88%E3%82%8D%E3%81%93%E3%81%B3'},"['慶事  【ケイジ】  happy event, auspicious event, matter for congratulation', '慶祝  【ケイシュク】  congratulation, celebration', '弁慶  【ベンケイ】  strong person, person putting on a brave front, bamboo tube with holes drilled in it (used as a stand for kitchen utensils, fans, etc.), checks, plaid, checked pattern', '大慶  【タイケイ】  great joy']","['喜び  【よろこび】  joy, delight, rapture, pleasure, gratification, rejoicing, congratulations, felicitations', '喜び事  【よろこびごと】  auspicious event, celebration']","['jubilation', 'congratulate', 'rejoice', 'be happy']",59.0,578.0,5.777165722496543e-05,1422.0,148718.0,0.00018955483665172051,912.0,843.0,8.169749366044893e-05,1225.0,3556.0,6.907627345392983e-05,1700.0,
492,憬,15.0,,junior high,,"{'亠': 'http:////jisho.org/search/%E4%BA%A0%20%23kanji', '口': 'http:////jisho.org/search/%E5%8F%A3%20%23kanji', '小': 'http:////jisho.org/search/%E5%B0%8F%20%23kanji', '忙': 'http:////jisho.org/search/%E5%BF%99%20%23kanji', '日': 'http:////jisho.org/search/%E6%97%A5%20%23kanji'}","{'心 (忄, ⺗)': 'heart'}",{'ケイ': 'http:////jisho.org/search/%E6%86%AC%20%E3%81%91%E3%81%84'},{'あこが.れる': 'http:////jisho.org/search/%E6%86%AC%20%E3%81%82%E3%81%93%E3%81%8C%E3%82%8C%E3%82%8B'},"['憧憬  【ドウケイ】  longing, yearning, aspiration, adoration']","['憧れる  【あこがれる】  to long for, to yearn after, to admire, to be attracted by']","['yearn for', 'aspire to', 'admire']",,4.0,3.9980385622813454e-07,3530.0,899.0,1.1458585924359978e-06,3675.0,1.0,9.691280386767373e-08,3559.0,744.0,1.4452403669776096e-05,2895.0,
493,稽,16.0,2372.0,junior high,,"{'匕': 'http:////jisho.org/search/%E5%8C%95%20%23kanji', '日': 'http:////jisho.org/search/%E6%97%A5%20%23kanji', '尤': 'http:////jisho.org/search/%E5%B0%A4%20%23kanji', '禾': 'http:////jisho.org/search/%E7%A6%BE%20%23kanji'}",{'禾': 'grain'},{'ケイ': 'http:////jisho.org/search/%E7%A8%BD%20%E3%81%91%E3%81%84'},"{'かんが.える': 'http:////jisho.org/search/%E7%A8%BD%20%E3%81%8B%E3%82%93%E3%81%8C%E3%81%88%E3%82%8B', 'とど.める': 'http:////jisho.org/search/%E7%A8%BD%20%E3%81%A8%E3%81%A9%E3%82%81%E3%82%8B'}","['稽古  【ケイコ】  practice, practising, training, study', '稽古着  【ケイコギ】  training clothes (judo, kendo, etc.), practice suit', '無稽  【ムケイ】  unsupported, unfounded, nonsense']","['考える  【かんがえる】  to think (about, of), to think over, to ponder, to contemplate, to reflect (on), to meditate (on), to consider, to bear in mind, to allow for, to take into consideration, to think (that), to believe, to hold (a view), to judge, to conclude, to suspect, to intend (to do), to think of (doing), to plan, to predict, to anticipate, to expect, to imagine, to come up with, to think up, to contrive, to devise, to consider (as), to regard (as), to look on (as), to take, to view']","['think', 'consider']",,275.0,2.748651511568425e-05,1754.0,10236.0,1.3046728089182285e-05,2229.0,362.0,3.508243500009788e-05,1559.0,5904.0,0.0001146868162182232,1348.0,
494,憩,16.0,1731.0,junior high,N1,"{'口': 'http:////jisho.org/search/%E5%8F%A3%20%23kanji', '心': 'http:////jisho.org/search/%E5%BF%83%20%23kanji', '目': 'http:////jisho.org/search/%E7%9B%AE%20%23kanji', '自': 'http:////jisho.org/search/%E8%87%AA%20%23kanji', '舌': 'http:////jisho.org/search/%E8%88%8C%20%23kanji'}","{'心 (忄, ⺗)': 'heart'}",{'ケイ': 'http:////jisho.org/search/%E6%86%A9%20%E3%81%91%E3%81%84'},"{'いこ.い': 'http:////jisho.org/search/%E6%86%A9%20%E3%81%84%E3%81%93%E3%81%84', 'いこ.う': 'http:////jisho.org/search/%E6%86%A9%20%E3%81%84%E3%81%93%E3%81%86'}","['憩室  【ケイシツ】  diverticulum', '憩室炎  【ケイシツエン】  diverticulitis', '一服休憩  【イップクキュウケイ】  tea (coffee, cigarette) break', '小憩  【ショウケイ】  short break, breather, brief recess, rest']","['憩い  【いこい】  rest, relaxation', '憩いの場  【いこいのば】  place for relaxation and refreshment', '憩う  【いこう】  to rest, to relax, to repose']","['recess', 'rest', 'relax', 'repose']",47.0,2246.0,0.00022448986527209751,788.0,8647.0,1.1021400721684174e-05,2322.0,188.0,1.8219607127122657e-05,1800.0,824.0,1.600642556975202e-05,2800.0,
495,警,19.0,366.0,grade 6,N3,"{'勹': 'http:////jisho.org/search/%E5%8B%B9%20%23kanji', '口': 'http:////jisho.org/search/%E5%8F%A3%20%23kanji', '夂': 'http:////jisho.org/search/%E5%A4%82%20%23kanji', '艾': 'http:////jisho.org/search/%E8%89%BE%20%23kanji', '攵': 'http:////jisho.org/search/%E6%94%B5%20%23kanji', '言': 'http:////jisho.org/search/%E8%A8%80%20%23kanji', '乞': 'http:////jisho.org/search/%E4%B9%9E%20%23kanji'}",{'言 (訁)': 'speech'},{'ケイ': 'http:////jisho.org/search/%E8%AD%A6%20%E3%81%91%E3%81%84'},{'いまし.める': 'http:////jisho.org/search/%E8%AD%A6%20%E3%81%84%E3%81%BE%E3%81%97%E3%82%81%E3%82%8B'},"['警官  【ケイカン】  police officer, policeman, constable', '警戒  【ケイカイ】  vigilance, caution, alertness, precaution, being on guard', '県警  【ケンケイ】  prefectural police', '府警  【フケイ】  prefectural police']","['戒める  【いましめる】  to warn against, to caution against, to admonish, to scold, to rebuke, to prohibit, to forbid, to ban, to be cautious, to detest, to loathe, to punish']","['admonish', 'commandment']",17.0,2488.0,0.00024867799857389967,738.0,350908.0,0.00044726467959347167,532.0,18004.0,0.0017448181208335974,136.0,16170.0,0.0003141066765326337,705.0,
496,鶏,19.0,1901.0,junior high,N1,"{'二': 'http:////jisho.org/search/%E4%BA%8C%20%23kanji', '人': 'http:////jisho.org/search/%E4%BA%BA%20%23kanji', '土': 'http:////jisho.org/search/%E5%9C%9F%20%23kanji', '大': 'http:////jisho.org/search/%E5%A4%A7%20%23kanji', '杰': 'http:////jisho.org/search/%E6%9D%B0%20%23kanji', '爪': 'http:////jisho.org/search/%E7%88%AA%20%23kanji', '鳥': 'http:////jisho.org/search/%E9%B3%A5%20%23kanji'}",{'鳥': 'bird'},{'ケイ': 'http:////jisho.org/search/%E9%B6%8F%20%E3%81%91%E3%81%84'},"{'にわとり': 'http:////jisho.org/search/%E9%B6%8F%20%E3%81%AB%E3%82%8F%E3%81%A8%E3%82%8A', 'とり': 'http:////jisho.org/search/%E9%B6%8F%20%E3%81%A8%E3%82%8A'}","['鶏肉  【トリニク】  chicken meat, fowl, poultry, bird meat', ""鶏卵  【ケイラン】  hen's egg"", '養鶏  【ヨウケイ】  poultry raising, poultry farming, chicken farming', '成鶏  【セイケイ】  adult chicken, mature fowl']","['鶏  【にわとり】  chicken (Gallus gallus domesticus), domestic chicken, chicken meat', '鶏小屋  【にわとりごや】  henhouse, chicken coop', '鳥  【とり】  bird, bird meat (esp. chicken meat), fowl, poultry', '鶏  【にわとり】  chicken (Gallus gallus domesticus), domestic chicken, chicken meat', '花鶏  【あとり】  brambling (bird) (Fringilla montifringilla)', '頭青花鶏  【ずあおあとり】  chaffinch (Fringilla coelebs)']",['chicken'],58.0,953.0,9.525326874635304e-05,1188.0,17091.0,2.178405918056022e-05,1957.0,467.0,4.525827940620362e-05,1465.0,5000.0,9.712636874849527e-05,1457.0,
